Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR),Region
LNK-4170,ASUS TUF Gaming A15,Used,ASUS,TUF Gaming A15,Intel Core i5-13420H,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,155500,Kandy
LNK-4171,ASUS TUF Gaming A15,Used,ASUS,TUF Gaming A15,Intel Core i7-13620H,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,215000,Colombo
LNK-4172,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core Ultra 5 125H,64GB,1TB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",No,182000,Colombo
LNK-4173,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 5 7640HS,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,164000,Colombo
LNK-4174,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,Intel Core i5-1235U,64GB,256GB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,156000,Colombo
LNK-4175,HP Spectre x360,Refurbished,HP,Spectre x360,Intel Core i7-14700HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",Yes,347000,Colombo
LNK-4176,HP Envy x360,New,HP,Envy x360,AMD Ryzen 5 7640HS,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",Yes,283500,Negombo
LNK-4177,Lenovo Legion 5 Pro,Used,Lenovo,Legion 5 Pro,AMD Ryzen 3 7320U,8GB,1TB,SSD SATA,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,72500,Anuradhapura
LNK-4178,HP OMEN 16,Refurbished,HP,OMEN 16,Intel Core i7-14700HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",No,569500,Colombo
LNK-4179,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,AMD Ryzen 5 7520U,32GB,512GB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,107500,Kurunegala
LNK-4180,Dell Vostro 3520,Used,Dell,Vostro 3520,AMD Ryzen 5 5500U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",Yes,149000,Colombo
LNK-4181,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core Ultra 5 125H,16GB,1TB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",No,236500,Colombo
LNK-4182,Apple MacBook Pro M3,New,Apple,MacBook Pro M3,Apple M3 (8-core),16GB,512GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,396000,Colombo
LNK-4183,MSI Modern 14,Used,MSI,Modern 14,AMD Ryzen 3 7320U,64GB,1TB,SSD SATA,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,121000,Colombo
LNK-4184,Dell Latitude 3540,New,Dell,Latitude 3540,Intel Core i7-13620H,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,171500,Jaffna
LNK-4185,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,AMD Ryzen 9 7945HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,524000,Colombo
LNK-4186,ASUS ExpertBook B1,Used,ASUS,ExpertBook B1,AMD Ryzen 5 5500U,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,76500,Colombo
LNK-4187,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,AMD Ryzen 9 7945HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,685000,Kandy
LNK-4188,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core i9-14900HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,517000,Colombo
LNK-4189,Acer Predator Helios 16,Refurbished,Acer,Predator Helios 16,Intel Core Ultra 7 155H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"17.3"" QHD 240Hz",No,392500,Colombo
LNK-4190,Dell Alienware m16,Used,Dell,Alienware m16,AMD Ryzen 7 7730U,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,107000,Jaffna
LNK-4191,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,AMD Ryzen 9 7945HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",No,612000,Negombo
LNK-4192,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,AMD Ryzen 5 5500U,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,158500,Negombo
LNK-4193,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7730U,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,112500,Kurunegala
LNK-4194,Lenovo Legion 5 Pro,Refurbished,Lenovo,Legion 5 Pro,Intel Core i3-1215U,32GB,256GB,eMMC,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,101500,Anuradhapura
LNK-4195,Lenovo Legion 5 Pro,Refurbished,Lenovo,Legion 5 Pro,AMD Ryzen 5 7520U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,180500,Jaffna
LNK-4196,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 7520U,32GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,150500,Colombo
LNK-4197,Acer TravelMate P2,Used,Acer,TravelMate P2,AMD Ryzen 5 7640HS,8GB,2TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,115000,Jaffna
LNK-4198,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,Intel Core Ultra 7 155H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" FHD",No,357000,Negombo
LNK-4199,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,Intel Core i5-13420H,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,166500,Anuradhapura
LNK-4200,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,Intel Core i7-14700HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,354000,Colombo
LNK-4201,Apple MacBook Pro M3,New,Apple,MacBook Pro M3,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,359000,Colombo
LNK-4202,Apple MacBook Air M3,New,Apple,MacBook Air M3,Apple M3 (8-core),8GB,256GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,324000,Colombo
LNK-4203,Dell XPS 15,Refurbished,Dell,XPS 15,Intel Core i7-13700H,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 60Hz",No,280500,Negombo
LNK-4204,ASUS Vivobook 15,Refurbished,ASUS,Vivobook 15,Intel Core Ultra 5 125H,16GB,1TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,176500,Anuradhapura
LNK-4205,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core i3-1215U,64GB,512GB,eMMC,Intel Graphics,"14.0"" FHD",No,120000,Kandy
LNK-4206,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,AMD Ryzen 9 7945HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",No,511500,Kandy
LNK-4207,Lenovo Legion 5 Pro,Refurbished,Lenovo,Legion 5 Pro,Intel Core Ultra 5 125H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,200500,Kurunegala
LNK-4208,Lenovo Legion 5 Pro,Refurbished,Lenovo,Legion 5 Pro,AMD Ryzen 7 7730U,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,185500,Kurunegala
LNK-4209,Apple MacBook Air M1,New,Apple,MacBook Air M1,Apple M3 (8-core),16GB,512GB,SSD NVMe,Apple M3 Integrated,"16.0"" WQXGA 165Hz",No,343000,Colombo
LNK-4210,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,Intel Core i7-14700HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,282500,Colombo
LNK-4211,Dell G15 Gaming,Refurbished,Dell,G15 Gaming,Intel Core i7-13700H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,328500,Negombo
LNK-4212,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,Intel Core i5-13420H,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",Yes,152500,Negombo
LNK-4213,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"14.0"" QHD 120Hz",No,266000,Colombo
LNK-4214,Apple MacBook Pro M3 Max,New,Apple,MacBook Pro M3 Max,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,474500,Negombo
LNK-4215,Acer Aspire 3,Refurbished,Acer,Aspire 3,AMD Ryzen 5 5500U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,155500,Anuradhapura
LNK-4216,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,204000,Colombo
LNK-4217,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,AMD Ryzen 7 7840HS,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 60Hz",Yes,312000,Colombo
LNK-4218,MSI Prestige 14,New,MSI,Prestige 14,Intel Core i5-13420H,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,206500,Colombo
LNK-4219,ASUS ROG Strix G16,Refurbished,ASUS,ROG Strix G16,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",Yes,185000,Colombo
LNK-4220,Lenovo Legion 5 Pro,New,Lenovo,Legion 5 Pro,AMD Ryzen 9 7945HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,647000,Negombo
LNK-4221,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,Intel Core i9-14900HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,464500,Kandy
LNK-4222,MSI Modern 14,New,MSI,Modern 14,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,349000,Kandy
LNK-4223,ASUS Vivobook 15,Refurbished,ASUS,Vivobook 15,AMD Ryzen 9 7945HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",No,612500,Negombo
LNK-4224,Apple MacBook Air M3,New,Apple,MacBook Air M3,Apple M1 (8-core),16GB,512GB,SSD NVMe,Apple M1 Integrated,"14.0"" QHD 120Hz",No,266000,Kandy
LNK-4225,Dell XPS 15,New,Dell,XPS 15,AMD Ryzen 3 7320U,8GB,512GB,SSD SATA,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,115000,Anuradhapura
LNK-4226,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core i9-14900HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,930000,Colombo
LNK-4227,Dell Inspiron 15,Used,Dell,Inspiron 15,Intel Core i3-1215U,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",Yes,98500,Colombo
LNK-4228,Acer Swift Go 14,New,Acer,Swift Go 14,Intel Core i7-13620H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" FHD",No,437000,Negombo
LNK-4229,HP Pavilion 15,Refurbished,HP,Pavilion 15,AMD Ryzen 5 7520U,64GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,211000,Kandy
LNK-4230,Acer Predator Helios 16,Used,Acer,Predator Helios 16,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,74500,Kurunegala
LNK-4231,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core i7-13700H,64GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,274500,Colombo
LNK-4232,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,Intel Core Ultra 5 125H,32GB,2TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",Yes,187000,Colombo
LNK-4233,MSI Cyborg 15,Used,MSI,Cyborg 15,Intel Core i9-14900HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" QHD 120Hz",No,384500,Colombo
LNK-4234,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M1 (8-core),16GB,256GB,SSD NVMe,Apple M1 Integrated,"16.0"" WQXGA 165Hz",No,133500,Colombo
LNK-4235,Lenovo ThinkPad X1 Carbon,New,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 3 7320U,16GB,1TB,SSD SATA,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,184000,Anuradhapura
LNK-4236,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core i5-1235U,32GB,1TB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,223500,Colombo
LNK-4237,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,167000,Negombo
LNK-4238,MSI Thin 15,Used,MSI,Thin 15,AMD Ryzen 7 7840HS,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" FHD",No,185000,Colombo
LNK-4239,Microsoft Surface Laptop Studio 2,New,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 7640HS,64GB,256GB,SSD NVMe,Intel Graphics,"13.3"" FHD",Yes,274500,Colombo
LNK-4240,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core i7-13620H,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,280500,Colombo
LNK-4241,MSI Prestige 14,New,MSI,Prestige 14,AMD Ryzen 5 7520U,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,238500,Colombo
LNK-4242,HP Envy x360,Refurbished,HP,Envy x360,AMD Ryzen 5 7640HS,64GB,2TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,244000,Anuradhapura
LNK-4243,Microsoft Surface Pro 9,Refurbished,Microsoft,Surface Pro 9,Intel Core Ultra 7 155H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,225000,Colombo
LNK-4244,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,Intel Core i5-13420H,32GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",Yes,345000,Negombo
LNK-4245,Dell G15 Gaming,New,Dell,G15 Gaming,Intel Core Ultra 7 155H,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"16.0"" UHD+ OLED",No,538000,Colombo
LNK-4246,Acer Aspire 3,Refurbished,Acer,Aspire 3,Intel Core i7-14700HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,474000,Colombo
LNK-4247,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,AMD Ryzen 3 7320U,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,137500,Colombo
LNK-4248,Gigabyte Aero 14 OLED,New,Gigabyte,Aero 14 OLED,Intel Core Ultra 7 155H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"13.3"" FHD",No,577000,Kandy
LNK-4249,Lenovo Legion 5 Pro,New,Lenovo,Legion 5 Pro,AMD Ryzen 5 7640HS,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,205000,Anuradhapura
LNK-4250,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,AMD Ryzen 3 7320U,8GB,1TB,SSD SATA,AMD Radeon Graphics,"15.6"" FHD 144Hz",Yes,112500,Anuradhapura
LNK-4251,HP Envy x360,Refurbished,HP,Envy x360,Intel Core i9-14900HX,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,482000,Negombo
LNK-4252,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 7 7730U,16GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,216500,Colombo
LNK-4253,Apple MacBook Air M3,New,Apple,MacBook Air M3,Apple M1 (8-core),16GB,512GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,264500,Kandy
LNK-4254,Apple MacBook Air M2,Refurbished,Apple,MacBook Air M2,Apple M3 (8-core),8GB,512GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,279000,Colombo
LNK-4255,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core Ultra 7 155H,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,278500,Colombo
LNK-4256,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,Intel Core i5-1235U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,125500,Colombo
LNK-4257,MSI Prestige 14,New,MSI,Prestige 14,AMD Ryzen 7 7840HS,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" UHD+ OLED",No,399500,Kandy
LNK-4258,MSI Prestige 14,Refurbished,MSI,Prestige 14,AMD Ryzen 7 7730U,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,173500,Negombo
LNK-4259,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7840HS,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,137000,Colombo
LNK-4260,HP Envy x360,Refurbished,HP,Envy x360,AMD Ryzen 9 7945HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",No,461500,Colombo
LNK-4261,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",Yes,146000,Colombo
LNK-4262,ASUS ROG Strix G16,New,ASUS,ROG Strix G16,AMD Ryzen 5 7640HS,8GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,142500,Negombo
LNK-4263,Lenovo ThinkPad X1 Carbon,New,Lenovo,ThinkPad X1 Carbon,Intel Core i9-14900HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,513000,Colombo
LNK-4264,HP OMEN 16,New,HP,OMEN 16,Intel Core i7-13620H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,523500,Colombo
LNK-4265,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,Intel Core Ultra 5 125H,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,255500,Colombo
LNK-4266,Lenovo LOQ 15,Refurbished,Lenovo,LOQ 15,Intel Core i7-13620H,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,325000,Negombo
LNK-4267,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,AMD Ryzen 5 7640HS,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",Yes,292000,Colombo
LNK-4268,MSI Katana 17,New,MSI,Katana 17,AMD Ryzen 3 7320U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,184000,Colombo
LNK-4269,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core i7-13700H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,182000,Jaffna
LNK-4270,HP EliteBook 840,New,HP,EliteBook 840,AMD Ryzen 5 5500U,8GB,2TB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,194000,Anuradhapura
LNK-4271,Apple MacBook Pro M2 Pro,Used,Apple,MacBook Pro M2 Pro,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"14.0"" QHD 120Hz",No,239000,Colombo
LNK-4272,Microsoft Surface Laptop Studio 2,New,Microsoft,Surface Laptop Studio 2,Intel Core i5-1235U,64GB,1TB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,307500,Colombo
LNK-4273,Apple MacBook Air M1,Used,Apple,MacBook Air M1,Apple M2 (8-core),16GB,256GB,SSD NVMe,Apple M2 Integrated,"14.0"" QHD 120Hz",No,163500,Colombo
LNK-4274,Dell Inspiron 15,Refurbished,Dell,Inspiron 15,Intel Core i5-1235U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,174500,Galle
LNK-4275,Acer Aspire 5,Used,Acer,Aspire 5,Intel Core i3-1215U,16GB,256GB,eMMC,Intel Graphics,"13.3"" FHD",No,61500,Kandy
LNK-4276,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,Intel Core i5-1235U,64GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,176500,Colombo
LNK-4277,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M3 Max (14-core),32GB,1TB,SSD NVMe,Apple M3 Max Integrated,"13.3"" FHD",No,292500,Colombo
LNK-4278,Lenovo LOQ 15,New,Lenovo,LOQ 15,AMD Ryzen 5 5500U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,177000,Kandy
LNK-4279,Dell Alienware m16,Refurbished,Dell,Alienware m16,Intel Core Ultra 7 155H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,365500,Colombo
LNK-4280,Acer Predator Helios 16,Refurbished,Acer,Predator Helios 16,AMD Ryzen 3 7320U,16GB,256GB,eMMC,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,117000,Galle
LNK-4281,Acer Predator Helios 16,Used,Acer,Predator Helios 16,Intel Core i5-1235U,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,111000,Galle
LNK-4282,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,AMD Ryzen 7 7730U,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,211000,Colombo
LNK-4283,ASUS TUF Gaming A15,Refurbished,ASUS,TUF Gaming A15,Intel Core Ultra 5 125H,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,233500,Galle
LNK-4284,Gigabyte G5 KF,Used,Gigabyte,G5 KF,Intel Core i5-1235U,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",Yes,106500,Kurunegala
LNK-4285,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M3 Max (14-core),32GB,2TB,SSD NVMe,Apple M3 Max Integrated,"13.3"" FHD",No,235500,Kandy
LNK-4286,HP EliteBook 840,Refurbished,HP,EliteBook 840,AMD Ryzen 7 7730U,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,230000,Colombo
LNK-4287,HP OMEN 16,Used,HP,OMEN 16,Intel Core i9-14900HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,275500,Kurunegala
LNK-4288,Dell Alienware m16,Refurbished,Dell,Alienware m16,Intel Core i5-1235U,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,118000,Kandy
LNK-4289,Lenovo ThinkPad E14,New,Lenovo,ThinkPad E14,AMD Ryzen 5 7640HS,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,158000,Negombo
LNK-4290,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 7 7840HS,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,209500,Anuradhapura
LNK-4291,Apple MacBook Air M1,Used,Apple,MacBook Air M1,Apple M3 Max (14-core),64GB,1TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,236500,Colombo
LNK-4292,ASUS ZenBook 14,Refurbished,ASUS,ZenBook 14,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,238500,Galle
LNK-4293,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M1 (8-core),16GB,512GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,183000,Colombo
LNK-4294,Acer Aspire 3,New,Acer,Aspire 3,Intel Core i3-1215U,16GB,512GB,eMMC,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,120500,Galle
LNK-4295,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 7 7730U,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,107500,Colombo
LNK-4296,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,AMD Ryzen 3 7320U,8GB,1TB,eMMC,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,95000,Colombo
LNK-4297,Lenovo ThinkPad E14,New,Lenovo,ThinkPad E14,AMD Ryzen 9 7945HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",No,608500,Colombo
LNK-4298,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core i7-13620H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4050,"17.3"" QHD 240Hz",No,197500,Galle
LNK-4299,HP Pavilion 15,New,HP,Pavilion 15,Intel Core Ultra 7 155H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,421500,Colombo
LNK-4300,Acer Nitro V 15,Refurbished,Acer,Nitro V 15,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,236000,Colombo
