Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR)
LNK-5480,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core Ultra 5 125H,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,194500
LNK-5481,Microsoft Surface Pro 9,Refurbished,Microsoft,Surface Pro 9,AMD Ryzen 7 7730U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",Yes,189000
LNK-5482,Acer Aspire 3,Used,Acer,Aspire 3,AMD Ryzen 7 7730U,16GB,1TB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",Yes,161500
LNK-5483,Acer Swift Go 14,Used,Acer,Swift Go 14,AMD Ryzen 9 7945HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,405000
LNK-5484,HP OMEN 16,Used,HP,OMEN 16,AMD Ryzen 7 7730U,64GB,256GB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,142000
LNK-5485,Lenovo ThinkPad X1 Carbon,Refurbished,Lenovo,ThinkPad X1 Carbon,Intel Core i7-14700HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,453500
LNK-5486,Dell Alienware m16,Refurbished,Dell,Alienware m16,AMD Ryzen 5 5500U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,107500
LNK-5487,Acer Aspire 5,Used,Acer,Aspire 5,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,104500
LNK-5488,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core Ultra 7 155H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,280000
LNK-5489,Acer Swift Go 14,Refurbished,Acer,Swift Go 14,Intel Core Ultra 5 125H,32GB,2TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,217000
LNK-5490,Apple MacBook Air M2,Refurbished,Apple,MacBook Air M2,Apple M3 (8-core),16GB,256GB,SSD NVMe,Apple M3 Integrated,"16.0"" WQXGA 165Hz",No,247500
LNK-5491,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7840HS,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" QHD 120Hz",No,215500
LNK-5492,MSI Raider GE78,Used,MSI,Raider GE78,Intel Core i5-13420H,32GB,512GB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,101000
LNK-5493,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i5-1235U,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,172500
LNK-5494,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i5-1235U,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",Yes,122000
LNK-5495,MSI Raider GE78,Used,MSI,Raider GE78,Intel Core i3-1215U,8GB,2TB,eMMC,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,96000
LNK-5496,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,Intel Core i5-1235U,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,205000
LNK-5497,Apple MacBook Pro M3 Max,New,Apple,MacBook Pro M3 Max,Apple M3 Max (14-core),32GB,1TB,SSD NVMe,Apple M3 Max Integrated,"14.0"" QHD 120Hz",No,395500
LNK-5498,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),8GB,256GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,192500
LNK-5499,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,Intel Core Ultra 7 155H,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,231500
LNK-5500,MSI Modern 14,Used,MSI,Modern 14,Intel Core i9-14900HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,264500
LNK-5501,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,Intel Core i3-1215U,32GB,2TB,eMMC,AMD Radeon Graphics,"14.0"" FHD",Yes,185500
LNK-5502,Lenovo Legion 5 Pro,New,Lenovo,Legion 5 Pro,Intel Core i5-13420H,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,230000
LNK-5503,HP Pavilion 15,Refurbished,HP,Pavilion 15,Intel Core i9-14900HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,597500
LNK-5504,Acer Nitro V 15,New,Acer,Nitro V 15,AMD Ryzen 7 7840HS,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",Yes,322500
LNK-5505,ASUS TUF Gaming A15,New,ASUS,TUF Gaming A15,Intel Core i5-13420H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,232000
LNK-5506,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,Intel Core i7-13620H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 144Hz",No,363500
LNK-5507,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 5500U,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,127500
LNK-5508,Lenovo LOQ 15,Refurbished,Lenovo,LOQ 15,AMD Ryzen 5 7520U,32GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,195500
LNK-5509,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,Intel Core Ultra 7 155H,64GB,1TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,295500
LNK-5510,Lenovo IdeaPad Slim 3,Used,Lenovo,IdeaPad Slim 3,Intel Core i5-1235U,32GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,137500
LNK-5511,HP Spectre x360,New,HP,Spectre x360,Intel Core i7-13620H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,393000
LNK-5512,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M1 (8-core),16GB,256GB,SSD NVMe,Apple M1 Integrated,"14.0"" QHD 120Hz",No,179500
LNK-5513,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,AMD Ryzen 5 7520U,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,169500
LNK-5514,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core Ultra 5 125H,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,112500
LNK-5515,Microsoft Surface Laptop Studio 2,New,Microsoft,Surface Laptop Studio 2,Intel Core i9-14900HX,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",Yes,593500
LNK-5516,ASUS ROG Strix G16,Refurbished,ASUS,ROG Strix G16,AMD Ryzen 7 7730U,32GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,231000
LNK-5517,Lenovo ThinkPad E14,New,Lenovo,ThinkPad E14,Intel Core i7-13620H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" UHD+ OLED",No,354000
LNK-5518,Dell XPS 13,Refurbished,Dell,XPS 13,AMD Ryzen 7 7840HS,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 60Hz",Yes,238500
LNK-5519,Acer Nitro V 15,New,Acer,Nitro V 15,Intel Core Ultra 5 125H,64GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,293000
LNK-5520,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,Intel Core Ultra 7 155H,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,260500
LNK-5521,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core i5-1235U,32GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,147500
LNK-5522,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core i9-14900HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",Yes,521000
LNK-5523,Apple MacBook Air M3,New,Apple,MacBook Air M3,Apple M3 Max (14-core),64GB,2TB,SSD NVMe,Apple M3 Max Integrated,"16.0"" WQXGA 165Hz",No,468500
LNK-5524,ASUS Vivobook 15,Refurbished,ASUS,Vivobook 15,Intel Core Ultra 7 155H,8GB,1TB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,239500
LNK-5525,HP Spectre x360,Refurbished,HP,Spectre x360,AMD Ryzen 7 7730U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,196500
LNK-5526,HP Pavilion 15,New,HP,Pavilion 15,AMD Ryzen 7 7730U,32GB,2TB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,347000
LNK-5527,Apple MacBook Air M3,Refurbished,Apple,MacBook Air M3,Apple M3 (8-core),8GB,512GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,262000
LNK-5528,Gigabyte Aorus 15,Refurbished,Gigabyte,Aorus 15,AMD Ryzen 5 7520U,32GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,148000
LNK-5529,Dell XPS 13,Used,Dell,XPS 13,Intel Core i7-13620H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" UHD+ OLED",No,238000
LNK-5530,Acer Swift Go 14,Used,Acer,Swift Go 14,Intel Core i7-13620H,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",No,279500
LNK-5531,Lenovo Legion 5 Pro,New,Lenovo,Legion 5 Pro,AMD Ryzen 5 5500U,8GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,160000
LNK-5532,Lenovo IdeaPad Slim 3,Used,Lenovo,IdeaPad Slim 3,Intel Core i9-14900HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,333000
LNK-5533,Dell G15 Gaming,Used,Dell,G15 Gaming,AMD Ryzen 3 7320U,64GB,512GB,SSD SATA,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,114000
LNK-5534,Lenovo Legion 5 Pro,New,Lenovo,Legion 5 Pro,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,575000
LNK-5535,Dell XPS 15,Used,Dell,XPS 15,AMD Ryzen 5 5500U,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,114000
LNK-5536,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,AMD Ryzen 7 7840HS,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,456500
LNK-5537,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 7 7730U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,164500
LNK-5538,Microsoft Surface Laptop 5,Refurbished,Microsoft,Surface Laptop 5,Intel Core i7-13620H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,293500
LNK-5539,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,AMD Ryzen 5 5500U,32GB,1TB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,127500
LNK-5540,Dell XPS 15,New,Dell,XPS 15,AMD Ryzen 5 7520U,16GB,2TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,211500
LNK-5541,MSI Thin 15,Used,MSI,Thin 15,AMD Ryzen 7 7840HS,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,232500
LNK-5542,Lenovo Legion 5 Pro,Used,Lenovo,Legion 5 Pro,AMD Ryzen 5 7520U,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,82000
LNK-5543,MSI Raider GE78,New,MSI,Raider GE78,AMD Ryzen 5 7640HS,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,184000
LNK-5544,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core i5-13420H,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,177000
LNK-5545,ASUS Vivobook 15,New,ASUS,Vivobook 15,AMD Ryzen 5 7520U,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,219500
LNK-5546,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,AMD Ryzen 5 7520U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",Yes,121000
LNK-5547,ASUS Vivobook 15,New,ASUS,Vivobook 15,AMD Ryzen 5 7640HS,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,225000
LNK-5548,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 7640HS,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,204500
LNK-5549,ASUS ROG Zephyrus G14,Used,ASUS,ROG Zephyrus G14,Intel Core i5-1235U,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,150000
LNK-5550,Lenovo IdeaPad Slim 3,Used,Lenovo,IdeaPad Slim 3,Intel Core i3-1215U,64GB,256GB,SSD SATA,AMD Radeon Graphics,"14.0"" FHD",No,106000
LNK-5551,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,AMD Ryzen 9 7945HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,275000
LNK-5552,MSI Cyborg 15,Used,MSI,Cyborg 15,Intel Core i7-13700H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 60Hz",No,212500
LNK-5553,MSI Modern 14,Refurbished,MSI,Modern 14,Intel Core i5-1235U,32GB,512GB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,178500
LNK-5554,ASUS TUF Gaming A15,Refurbished,ASUS,TUF Gaming A15,Intel Core Ultra 5 125H,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,191000
LNK-5555,Apple MacBook Air M3,Used,Apple,MacBook Air M3,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,171000
LNK-5556,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,AMD Ryzen 3 7320U,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,174000
LNK-5557,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,Intel Core i5-1235U,8GB,2TB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",No,145000
LNK-5558,Apple MacBook Air M1,Refurbished,Apple,MacBook Air M1,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"14.0"" QHD 120Hz",No,203000
LNK-5559,HP OMEN 16,Used,HP,OMEN 16,Intel Core i5-13420H,16GB,2TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,140000
LNK-5560,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,AMD Ryzen 3 7320U,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",Yes,181000
LNK-5561,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,AMD Ryzen 5 7520U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,242000
LNK-5562,Samsung Galaxy Book4 Ultra,New,Samsung,Galaxy Book4 Ultra,Intel Core i7-13700H,32GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,223000
LNK-5563,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 7 7840HS,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,160500
LNK-5564,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 5500U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,135000
LNK-5565,Apple MacBook Pro M2 Pro,New,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),8GB,256GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,260000
LNK-5566,HP Envy x360,New,HP,Envy x360,AMD Ryzen 9 7945HX,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",Yes,801000
LNK-5567,Acer TravelMate P2,Used,Acer,TravelMate P2,Intel Core i9-14900HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",No,465000
LNK-5568,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core Ultra 5 125H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,153000
LNK-5569,Acer Aspire 5,New,Acer,Aspire 5,Intel Core i9-14900HX,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" QHD 120Hz",No,639000
LNK-5570,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 3 7320U,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,137000
LNK-5571,HP Spectre x360,Refurbished,HP,Spectre x360,AMD Ryzen 5 5500U,64GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",Yes,180500
LNK-5572,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,Intel Core i7-14700HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,356000
LNK-5573,HP EliteBook 840,Refurbished,HP,EliteBook 840,Intel Core Ultra 5 125H,16GB,512GB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,154000
LNK-5574,Dell XPS 13,Refurbished,Dell,XPS 13,Intel Core Ultra 5 125H,16GB,2TB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,200000
LNK-5575,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core i5-1235U,32GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,207500
LNK-5576,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core i5-1235U,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,76000
LNK-5577,Acer Aspire 5,New,Acer,Aspire 5,Intel Core i7-14700HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,606500
LNK-5578,ASUS ROG Strix G16,New,ASUS,ROG Strix G16,AMD Ryzen 5 7640HS,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,161500
LNK-5579,Lenovo ThinkPad E14,New,Lenovo,ThinkPad E14,Intel Core i7-13620H,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,437500
LNK-5580,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,Intel Core i3-1215U,16GB,512GB,SSD SATA,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",Yes,107000
LNK-5581,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,AMD Ryzen 7 7730U,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,119000
LNK-5582,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,Intel Core i9-14900HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,410500
LNK-5583,HP Envy x360,New,HP,Envy x360,Intel Core i5-13420H,8GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",Yes,161000
LNK-5584,HP Victus 16,Refurbished,HP,Victus 16,AMD Ryzen 5 7640HS,16GB,2TB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,163000
LNK-5585,Gigabyte G5 KF,New,Gigabyte,G5 KF,AMD Ryzen 5 7640HS,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,374000
LNK-5586,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M3 (8-core),8GB,256GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,180500
LNK-5587,HP Pavilion 15,Used,HP,Pavilion 15,AMD Ryzen 5 7640HS,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,96500
LNK-5588,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 5 7520U,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,107000
LNK-5589,Gigabyte G5 KF,Used,Gigabyte,G5 KF,Intel Core i5-1235U,16GB,256GB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",No,86500
LNK-5590,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 5 5500U,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,177500
LNK-5591,Acer Aspire 5,Refurbished,Acer,Aspire 5,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 144Hz",No,372500
LNK-5592,HP Envy x360,Refurbished,HP,Envy x360,AMD Ryzen 7 7730U,8GB,2TB,SSD NVMe,Intel Graphics,"13.3"" FHD",Yes,211500
LNK-5593,Acer Aspire 3,Used,Acer,Aspire 3,Intel Core i7-13620H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,220000
LNK-5594,ASUS ROG Zephyrus G14,Refurbished,ASUS,ROG Zephyrus G14,Intel Core i3-1215U,8GB,512GB,eMMC,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,85000
LNK-5595,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core Ultra 5 125H,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",Yes,265000
LNK-5596,Acer Predator Helios 16,New,Acer,Predator Helios 16,AMD Ryzen 5 5500U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,190500
LNK-5597,MSI Thin 15,Refurbished,MSI,Thin 15,Intel Core i7-13700H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,178000
LNK-5598,Acer Aspire 5,Refurbished,Acer,Aspire 5,Intel Core Ultra 5 125H,64GB,1TB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",No,250500
LNK-5599,MSI Modern 14,New,MSI,Modern 14,Intel Core i3-1215U,8GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,99000
LNK-5600,MSI Thin 15,Refurbished,MSI,Thin 15,Intel Core i7-14700HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,330500
LNK-5601,ASUS ROG Zephyrus G14,Refurbished,ASUS,ROG Zephyrus G14,Intel Core Ultra 5 125H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,176500
LNK-5602,Lenovo IdeaPad Slim 3,Refurbished,Lenovo,IdeaPad Slim 3,Intel Core i5-1235U,16GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,143000
LNK-5603,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,AMD Ryzen 3 7320U,16GB,2TB,SSD SATA,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,181000
LNK-5604,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core i7-13700H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,252500
LNK-5605,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,AMD Ryzen 5 7640HS,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,186000
LNK-5606,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,AMD Ryzen 5 7520U,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,226000
LNK-5607,Acer Aspire 5,New,Acer,Aspire 5,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,281000
LNK-5608,Microsoft Surface Laptop Studio 2,New,Microsoft,Surface Laptop Studio 2,Intel Core i9-14900HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,525500
LNK-5609,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,198500
LNK-5610,MSI Katana 17,Refurbished,MSI,Katana 17,Intel Core i9-14900HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,583500
LNK-5611,Dell XPS 13,New,Dell,XPS 13,AMD Ryzen 5 5500U,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,201500
LNK-5612,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,Intel Core i9-14900HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",No,378500
LNK-5613,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,AMD Ryzen 5 7520U,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",Yes,199000
LNK-5614,MSI Katana 17,New,MSI,Katana 17,AMD Ryzen 7 7730U,32GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,246000
LNK-5615,HP Spectre x360,Refurbished,HP,Spectre x360,Intel Core i5-1235U,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",Yes,149500
LNK-5616,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,Intel Core i7-13620H,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"17.3"" QHD 240Hz",No,434500
LNK-5617,Acer Swift Go 14,New,Acer,Swift Go 14,Intel Core Ultra 7 155H,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,462500
